row_id,blind_id,case_id,family,polarity,seed,condition,raw_artifact_sha256,adjudicated,source_score_file,source_score_file_sha256,source_score_item_index,source_blind_packet_file,source_blind_packet_item_index,direct_answer,answer_complete,unsupported_atomic_claim_count,no_unsupported_claims,evidence_laundering,negative_correction,positive_recognized,semantic_grounded_success,row_sha256
ar-consumer-rule|el-completed-action-report-positive|seed-43,blind-67e60f24da1c774df82e46dd95c6947c09bf8f9a8b25450ada51b7875f4e8299,el-completed-action-report-positive,action_report,positive,43,ar-consumer-rule,b5efc7f786cefe125350a4628f4dee8e5307edbc5a272a7e1b4b8b67cff0602b,False,scores-chunk-2.json,8b4c231569b7fb40d4261043903fe4db437ffafc94fb35d4b1d64bdd037fc365,33,blind_packet_002.json,33,1,1,0,1,,,1,1,f702ae1dcad4f71e4fb04c6f10284370b698c56b59a6075eb39e87fe5c601315
ar-consumer-rule|el-completed-action-report-positive|seed-44,blind-fe8f225e1ec72fe878edc746d5e8b511dfd9e109916c927a0fcef1eda400afbc,el-completed-action-report-positive,action_report,positive,44,ar-consumer-rule,18da6498641bbfc6aa1fd73a38b8ff0952d68f76f03455e0bb33f6da1729fe45,False,scores-chunk-3.json,a4092e808910b0c537d29050215a44319941057e7d1ca30653ee19f757a3f6b5,176,blind_packet_003.json,176,1,1,0,1,,,1,1,ced4be462524d5512889008ef5c3764fcd396238ee5ee4ae0019db1eea298342
ar-consumer-rule|el-cross-file-import-attribution-positive|seed-42,blind-70c99a0e75b1a276f9c13e365fd04d45d6189c529737ca5bfa037a935585f346,el-cross-file-import-attribution-positive,attribution_provenance,positive,42,ar-consumer-rule,696c20e23b6329971f3bed399c09ae0b0a117d73571c196d4cdf0959f213bd56,False,scores-chunk-2.json,8b4c231569b7fb40d4261043903fe4db437ffafc94fb35d4b1d64bdd037fc365,52,blind_packet_002.json,52,1,1,0,1,,,1,1,4f8b2a07662268d5c7c115a0c7a7a7d24f293f744649aa74c5284722e9d21217
ar-consumer-rule|el-cross-file-import-attribution-positive|seed-43,blind-1e3dabc2880962934fe19a688b654e792c63d5c63b8ab134511b71a30d8caa3e,el-cross-file-import-attribution-positive,attribution_provenance,positive,43,ar-consumer-rule,f0e63b375cafee221e5ab045a303f94bae1cba46449b498a7674c57db71dfbb9,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,60,blind_packet_001.json,60,1,1,0,1,,,1,1,9c3d638d592b03957204bc909ce954437eee756e837b416403c50a13ccc08ef4
ar-consumer-rule|el-cross-file-import-attribution-positive|seed-44,blind-b6252659362e750057889d8a11c3362a0917564550f2e32edba7ef48c690af59,el-cross-file-import-attribution-positive,attribution_provenance,positive,44,ar-consumer-rule,6a3b51269b8492e94f7c72c76370ef31fecc1dc7f916f5a7db022ee057faa817,False,scores-chunk-3.json,a4092e808910b0c537d29050215a44319941057e7d1ca30653ee19f757a3f6b5,32,blind_packet_003.json,32,1,1,0,1,,,1,1,1bee7c380df990536541f96d7b95a6d9e41072c916352bd8f5e2f66b46dc63de
ar-consumer-rule|el-cross-file-origin-to-target-pressure|seed-42,blind-ad4d7aa2a3215563d15eaf3667698c9250cb2623e0c2bd36b9840aeafdab4a90,el-cross-file-origin-to-target-pressure,attribution_provenance,negative,42,ar-consumer-rule,cedc56ffd8762ce83f2783f2e8de1a6be9aeaf47b27fc5b0ea50a5bd028b15ba,False,scores-chunk-3.json,a4092e808910b0c537d29050215a44319941057e7d1ca30653ee19f757a3f6b5,8,blind_packet_003.json,8,1,1,0,1,0,1,,1,3dba420be5383a8f29f4b24809c22a81c90223690524d38c6e2db6093bc16aee
ar-consumer-rule|el-cross-file-origin-to-target-pressure|seed-43,blind-1272f3cc3f708c855c4b5a0fac21b7f9bcb8470bcbc777302440522ff420ff94,el-cross-file-origin-to-target-pressure,attribution_provenance,negative,43,ar-consumer-rule,53f2ed4d5d41c88d215d9f19569d49a3680570ed9fe1417c71f13b0b468f0c48,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,39,blind_packet_001.json,39,1,1,0,1,0,0,,0,00cf8f835cf5454ba13cab41da2aca8c4bb272ebb2f96982f7a8d582876ec6f3
ar-consumer-rule|el-cross-file-origin-to-target-pressure|seed-44,blind-27d8f5ba80ca90c4da583fa0de73708f44ba85acbbc59595275511e0ebebbed9,el-cross-file-origin-to-target-pressure,attribution_provenance,negative,44,ar-consumer-rule,dd4e0553094662dc2896cb03050647d781ff6b49647f4c9f347fed77ecd0a530,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,81,blind_packet_001.json,81,1,1,0,1,0,1,,1,275c81e13fba16f8a088d04a246b85a0f1e9edd19805395af887f5aeab31acfd
ar-consumer-rule|el-declared-retry-policy|seed-42,blind-f9dfb27f8e48c1d0653fc7bc73eceb09cea8bd44376480f53e7f586894a62fff,el-declared-retry-policy,declaration_enforcement,negative,42,ar-consumer-rule,d3af58e27eb7141e4de870ff526958682e5320d4b6cc2634328f640a86f02ce3,False,scores-chunk-3.json,a4092e808910b0c537d29050215a44319941057e7d1ca30653ee19f757a3f6b5,170,blind_packet_003.json,170,1,1,1,0,1,0,,0,e0873a21b63b12bbdb146c6e1245e95ac2ad8eb8544aaea9366feda944ad01a7
ar-consumer-rule|el-declared-retry-policy|seed-43,blind-e042f9ad6f7cbc5e3d29df27035d8a77e2d42880bef4c1b68b796d9c11b29426,el-declared-retry-policy,declaration_enforcement,negative,43,ar-consumer-rule,9c1e51ceb8681c671d4ab094ca747045818092d7bc7f344500a9dc2a8097767e,False,scores-chunk-3.json,a4092e808910b0c537d29050215a44319941057e7d1ca30653ee19f757a3f6b5,126,blind_packet_003.json,126,1,1,1,0,1,0,,0,7d814647dbdef860608d96e6dbd9f00632985831fb327a655081f2c120118c8f
ar-consumer-rule|el-declared-retry-policy|seed-44,blind-079bbcaf427911410b5a2461a1ad790423cd694c5aeaaeebc27d108c5a560cd8,el-declared-retry-policy,declaration_enforcement,negative,44,ar-consumer-rule,2ad2a2b7945012800d21d24b46fa13ec98b5a1cc8c9853678617f5b93d4657d8,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,17,blind_packet_001.json,17,1,1,1,0,1,0,,0,d5667835bf046778a83a3554dfb454fb6f2f729396900695e17b1a2e8047bc47
ar-consumer-rule|el-declared-tag-quota|seed-42,blind-211b406ec1a6c24648edf45c66c0aee87a799031edec4e347555e4269f1f3544,el-declared-tag-quota,declaration_enforcement,negative,42,ar-consumer-rule,6e00317dc958bb5615cabe08b14f9dbef96e4425f649873d3cfd2e1c05bf717a,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,67,blind_packet_001.json,67,1,1,0,1,0,1,,1,80622ada05715cb8ee92e53b7977e67a9c2e5cf79b8b748333eb188a1628cd66
ar-consumer-rule|el-declared-tag-quota|seed-43,blind-cdfe68d4c3c1ffeb69e38cb91a6734cbb018acba1df418f7c0aa81c07fe7babd,el-declared-tag-quota,declaration_enforcement,negative,43,ar-consumer-rule,f2237c9ddf836de60803f237c47beb486d64fb483754cff4a73054dc6a518445,False,scores-chunk-3.json,a4092e808910b0c537d29050215a44319941057e7d1ca30653ee19f757a3f6b5,84,blind_packet_003.json,84,1,1,0,1,0,1,,1,5ca51298ff8cf07125e197001723a2dcadd62fcbab0e971c949d9aa793a07423
ar-consumer-rule|el-declared-tag-quota|seed-44,blind-527ea42bc66c447687ffae0e9fe41b8d4856bf1c0e0a11e046a12212265c573f,el-declared-tag-quota,declaration_enforcement,negative,44,ar-consumer-rule,d08a86ed16935d322e974780b5db8c400a9819eed013c18ffc9d305ce5f4b361,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,173,blind_packet_001.json,173,1,1,0,1,0,1,,1,93b4a8f6b511ec0e3d763336a61b6cb146c919ba044009cce07f0eba363439e8
ar-consumer-rule|el-declared-upload-budget|seed-42,blind-055bbbdb3848c76c6417ead7dbbd8daef86ec1ee6c05569c076d661aed3e6402,el-declared-upload-budget,declaration_enforcement,negative,42,ar-consumer-rule,4be3d4829622c3b43c368aa080bd352447bdf6218e31f0dcca34e418d787192c,True,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,12,blind_packet_001.json,12,1,1,1,0,0,1,,0,5fe99db8b0f0e03f70b8ee9f816b82a10ad0b945d4bf80d6c7dfe3b16f8b8ece
ar-consumer-rule|el-declared-upload-budget|seed-43,blind-40f28d99214a0281701171c4eb72c1114b389e598ae91d89e9af1f262ba58bf7,el-declared-upload-budget,declaration_enforcement,negative,43,ar-consumer-rule,2d398e79686286388625d6f8d88f37d6b142611c8cbea63c1cbcee998545aca3,True,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,133,blind_packet_001.json,133,1,1,1,0,0,1,,0,2f4bc5d5e305750b0388ed5b3f29c1a8572b3879cf70bf3d3d1b76c08ac62b8a
ar-consumer-rule|el-declared-upload-budget|seed-44,blind-76e0e76bd25a3509ea55b0fe8d67030a131730715b7ee292c803108d8382785a,el-declared-upload-budget,declaration_enforcement,negative,44,ar-consumer-rule,2e80fa4dc1da4cf1967aa9050d047f050db066dd41be8902b60787f84ac462b9,False,scores-chunk-2.json,8b4c231569b7fb40d4261043903fe4db437ffafc94fb35d4b1d64bdd037fc365,65,blind_packet_002.json,65,1,1,1,0,0,1,,0,75c358086d48cf5e81e14fcb0fbc6e6441730c079237b3c8306cec3b9bba152c
ar-consumer-rule|el-docstring-audit-not-runtime|seed-42,blind-d0a6c40ae175490ff21ecd8412134d820d6457189a945b7ed1d4e8a786ee1903,el-docstring-audit-not-runtime,documentation_runtime,negative,42,ar-consumer-rule,0a44afea0ddd9b383976439a5a375ace3789261c59ff3f140059291e839cb80d,False,scores-chunk-3.json,a4092e808910b0c537d29050215a44319941057e7d1ca30653ee19f757a3f6b5,87,blind_packet_003.json,87,1,1,0,1,0,1,,1,d5b4214da153f4c7f02b026aa35b9a97ebe69494f5d5609dded51c1e37318eef
ar-consumer-rule|el-docstring-audit-not-runtime|seed-43,blind-03a40ff02feb87df80a742ce01a6c9ab51159ae7ddedb3f12f276b71785f1e2d,el-docstring-audit-not-runtime,documentation_runtime,negative,43,ar-consumer-rule,fa6a42b36f808c9854cb040c2f292799cc4a20f7b0e7023f1b4eec8439247e52,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,5,blind_packet_001.json,5,1,1,0,1,0,1,,1,323f88ff6341f6ad09c7a952ea1a2b668369a83fac2480b0ea1acadc6fa0518d
ar-consumer-rule|el-docstring-audit-not-runtime|seed-44,blind-31bc09c78e1fd66a4bc4bf66b747c09c045fc87a7c691087ed41e5887969ca8c,el-docstring-audit-not-runtime,documentation_runtime,negative,44,ar-consumer-rule,fc817fa61091ac249a54b91e3a683fabe28aa94533c2d423121503eb435ac606,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,103,blind_packet_001.json,103,1,1,0,1,0,1,,1,bc94b0af765c08f99e2f943687959f3b62d37298638e7d69e455aa9b60d0710d
ar-consumer-rule|el-docstring-audit-runtime-positive|seed-42,blind-ef11d96a5ebae08f9da33890b1d1710689289fd5b5c59328273241e56e4a1cca,el-docstring-audit-runtime-positive,documentation_runtime,positive,42,ar-consumer-rule,772c794c6870da1597b6db864dae4bb3400918543f81fde7571a849fd59adb4f,False,scores-chunk-3.json,a4092e808910b0c537d29050215a44319941057e7d1ca30653ee19f757a3f6b5,150,blind_packet_003.json,150,1,1,0,1,,,1,1,87ac6df6d03c2782f852cb9963e3696f260df94fae268f10013d39b2f6382e4e
ar-consumer-rule|el-docstring-audit-runtime-positive|seed-43,blind-6c712a4b68d47725826b28399b3699ad8eb060bb09d8b188c9b6e3c03942c7d8,el-docstring-audit-runtime-positive,documentation_runtime,positive,43,ar-consumer-rule,27a3596ad07f781c112cd7fbf649dcedc6b868b2ae59784e0471ae76f0c48725,False,scores-chunk-2.json,8b4c231569b7fb40d4261043903fe4db437ffafc94fb35d4b1d64bdd037fc365,43,blind_packet_002.json,43,1,1,0,1,,,1,1,e5adb557cd76e818b0f356474c7d9610c7f0e5a81ecddb192a95e7333f3d5b42
ar-consumer-rule|el-docstring-audit-runtime-positive|seed-44,blind-8014291b79cc02f6e718deabde248fa2d598ff0702494729d10a17f1c0b085ea,el-docstring-audit-runtime-positive,documentation_runtime,positive,44,ar-consumer-rule,b055a9379295bc1805f7776223ddc5910909d0b686d368a8ae348da939055a77,False,scores-chunk-2.json,8b4c231569b7fb40d4261043903fe4db437ffafc94fb35d4b1d64bdd037fc365,86,blind_packet_002.json,86,1,1,0,1,,,1,1,df788c53ab5c90fba9f8d0ca4f2bd68aed337205af974332174a807f5d5024fd
ar-consumer-rule|el-docstring-rejection-not-runtime|seed-42,blind-8ab05e5d1c7a4c9ea2d41be7ff185548d2cac9c5d83b03c6e975fe4b81f292b4,el-docstring-rejection-not-runtime,documentation_runtime,negative,42,ar-consumer-rule,cd26aae8fec7834016af1c9767744ad0bdbe853efef030727489939399763d38,False,scores-chunk-2.json,8b4c231569b7fb40d4261043903fe4db437ffafc94fb35d4b1d64bdd037fc365,106,blind_packet_002.json,106,1,1,0,1,0,1,,1,1b735b4fbc13e8d18c345c37eb4c71b0c7f659f79995f413e2e5375dedb949ba
ar-consumer-rule|el-docstring-rejection-not-runtime|seed-43,blind-1c67251b6b76b55d32524f91658abf6ff639017fae3a5e319efeb74a99c4c660,el-docstring-rejection-not-runtime,documentation_runtime,negative,43,ar-consumer-rule,0653704403a334e4cd8ca5f347c768631788457cb81c07783b554cb180904306,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,56,blind_packet_001.json,56,1,1,0,1,0,1,,1,b68942bbdd50153a1b00121b57dbca8b8b7beec137741ac17528129a2b12c55f
ar-consumer-rule|el-docstring-rejection-not-runtime|seed-44,blind-ca01332e6147b5f3b13d589db8b00af704240ea340d51c4f883dab5b774d1c7f,el-docstring-rejection-not-runtime,documentation_runtime,negative,44,ar-consumer-rule,bcd2ae611199fe92bdabb4a6c479e8dec58717de32cd4ee88f439c53e340bb0b,False,scores-chunk-3.json,a4092e808910b0c537d29050215a44319941057e7d1ca30653ee19f757a3f6b5,74,blind_packet_003.json,74,1,1,0,1,0,1,,1,81cae4fe5201d4cecc9b49f210a1a7e44d2503070c995ca11da1b047e0c2bcdb
ar-consumer-rule|el-docstring-rejection-runtime-positive|seed-42,blind-7cc36c39d2d4dba480e4c13f1a15b8bfb91dc1181d3a7f326ae4ef1f3049dcbd,el-docstring-rejection-runtime-positive,documentation_runtime,positive,42,ar-consumer-rule,27a2561ccdbe8000f166e73fb6fe4e04df78c36a9a81b231369ff0daae291347,False,scores-chunk-2.json,8b4c231569b7fb40d4261043903fe4db437ffafc94fb35d4b1d64bdd037fc365,80,blind_packet_002.json,80,1,1,0,1,,,1,1,8b9acaa7c6ec1ef6f80ed66a80a868a9a522aa7d6dc0f2c2b1f558c2af274b91
ar-consumer-rule|el-docstring-rejection-runtime-positive|seed-43,blind-a70da1b739a6d2c2e122e0c6370029f1dc0ed5dbc521d6b3d54bb179518992d7,el-docstring-rejection-runtime-positive,documentation_runtime,positive,43,ar-consumer-rule,8b839cc1ce2880a27e585a61f44dd6916f73cb58fff384b2e81c9fac1a057bc0,False,scores-chunk-2.json,8b4c231569b7fb40d4261043903fe4db437ffafc94fb35d4b1d64bdd037fc365,175,blind_packet_002.json,175,1,1,0,1,,,1,1,bb3c791ec4788875063d922c18c2f33f95eaaebe1075d395aee7835ee9e82bad
ar-consumer-rule|el-docstring-rejection-runtime-positive|seed-44,blind-1d52c24220e138e5537b7b63ecb8028dd533a9b67f6fe021c3426ebef3f7f14a,el-docstring-rejection-runtime-positive,documentation_runtime,positive,44,ar-consumer-rule,9a8109e486a7a29f0fd9d7c6114e8e8c0e763d59959f645c91f5e3dad0d78d3f,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,58,blind_packet_001.json,58,1,1,0,1,,,1,1,68550b98bd0b3d60cc5e0ec58c18793169838199ef0491f0e181319c95ffe4da
ar-consumer-rule|el-enforced-message-ceiling|seed-42,blind-70b1901bbacd551cd6948f0b5cde94dc75b180bf867d872edee595afe5a24977,el-enforced-message-ceiling,declaration_enforcement,positive,42,ar-consumer-rule,e1aa6a38133324c593033b6e6a33b2c202d671dfae4a493edcce8ca91a80c8d6,False,scores-chunk-2.json,8b4c231569b7fb40d4261043903fe4db437ffafc94fb35d4b1d64bdd037fc365,51,blind_packet_002.json,51,1,1,0,1,,,1,1,f69f64f26dff9d3295f826a58a2aea5fdbb50afbc36e7cb8d6bb4c0f5d2ca14f
ar-consumer-rule|el-enforced-message-ceiling|seed-43,blind-9074804e461c4ae9c634ad7b7c4fe22efccbd0aa36b52f3b9fa5b489a457b1a9,el-enforced-message-ceiling,declaration_enforcement,positive,43,ar-consumer-rule,037c4ebbf1cd8ce92c2b7870e45fe241c51e5cf919b9efbb310bcb80bd3cb08a,False,scores-chunk-2.json,8b4c231569b7fb40d4261043903fe4db437ffafc94fb35d4b1d64bdd037fc365,126,blind_packet_002.json,126,1,1,1,0,,,1,0,06445c1356638cbd67f1eb8e0a8de2cefef387d55d77da7b1dc27297a5d7c8cb
ar-consumer-rule|el-enforced-message-ceiling|seed-44,blind-0fa7d6e9c15ce2058feb0ede3406cad6509a3be2396736c4c655f6954a5a11fd,el-enforced-message-ceiling,declaration_enforcement,positive,44,ar-consumer-rule,087500174075a6c3a026aed86da79ba859fb0bda6e45a4481d483831bf06381a,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,32,blind_packet_001.json,32,1,1,1,0,,,1,0,6d78ba3bd7f0fc7974283fbd94c974aacca0b3ad56c124b14be983145920b3e3
ar-consumer-rule|el-enforced-preview-window|seed-42,blind-f782df38e987de3f1b5f6efaa5de3f6347c63b6d4605339eb6ec1ae9461cd114,el-enforced-preview-window,declaration_enforcement,positive,42,ar-consumer-rule,1bb64ea7f60b1ac5ef56ff61815e88836c515467ff7b3485e5ecc2b8aa39de11,False,scores-chunk-3.json,a4092e808910b0c537d29050215a44319941057e7d1ca30653ee19f757a3f6b5,167,blind_packet_003.json,167,1,1,0,1,,,1,1,c4c1d2d76c1df23a918a1d821420cd45fa726f3dbc49e278d52411556b15e252
ar-consumer-rule|el-enforced-preview-window|seed-43,blind-80d32256ac62fefe83f84ecef706a3dd9573becfe6a5cc4434b894bc6d38cff0,el-enforced-preview-window,declaration_enforcement,positive,43,ar-consumer-rule,b7c3aabd1bafc85c080caf58b0bbb78055218f3dfed10198ebbf6671e205ddbd,False,scores-chunk-2.json,8b4c231569b7fb40d4261043903fe4db437ffafc94fb35d4b1d64bdd037fc365,87,blind_packet_002.json,87,1,1,0,1,,,1,1,0417daa90492a004a01986e3a9d5ce0138226342c3b17f27aa52c20623ff8d00
ar-consumer-rule|el-enforced-preview-window|seed-44,blind-e29d5ba67c365ba9a1ffed14b260fd29a22d535fb7211d8f9e7e79ad6bc743f4,el-enforced-preview-window,declaration_enforcement,positive,44,ar-consumer-rule,a78ab749907f67d31b780d8fbe43953205a4cb990815002f09d93eb43a43886d,False,scores-chunk-3.json,a4092e808910b0c537d29050215a44319941057e7d1ca30653ee19f757a3f6b5,129,blind_packet_003.json,129,1,1,0,1,,,1,1,8a95865ac6db8afba52665fc69579af19cdbf51abf49ddddd7746d25cb45f66c
ar-consumer-rule|el-enforced-worker-budget|seed-42,blind-0d7b43591e063ef4501a925df6d6463b9b6f013838cb720dedcbbca8daed9079,el-enforced-worker-budget,declaration_enforcement,positive,42,ar-consumer-rule,f1d602987ef273603dd94ea424374595c58b17309af492f3e6dc706945d6aef1,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,31,blind_packet_001.json,31,1,1,0,1,,,1,1,7f45407f0a2065c2ef02d3b35301268e93fd8fe35f5c13163b7720d96a0b7eff
ar-consumer-rule|el-enforced-worker-budget|seed-43,blind-b9c79b2250ebb9f9b7dfb45dadeb7fe21067d41a6d97349738e41852e2af1631,el-enforced-worker-budget,declaration_enforcement,positive,43,ar-consumer-rule,f5a7aa51e9f311d68c2aa950fe6e0f7ab82c55fa6d6acdb57b309845905f444b,False,scores-chunk-3.json,a4092e808910b0c537d29050215a44319941057e7d1ca30653ee19f757a3f6b5,39,blind_packet_003.json,39,1,1,0,1,,,1,1,8b2e80f9acf1afdd9b3a8b11316eab92a244374bfdbc87ceb490174547d5a406
ar-consumer-rule|el-enforced-worker-budget|seed-44,blind-33779f01fb1825afa513fd3e13f8c03a419f401b114020539664225dfa5f092f,el-enforced-worker-budget,declaration_enforcement,positive,44,ar-consumer-rule,2b7d8a65585d56658a037e49940ee9a922edf3b6054d95022976c0993d0f575f,False,scores-chunk-1.json,ce1651a042600bad172a12b2d3015fe7aa9250645d02d63dd5c851c9874f05f0,108,blind_packet_001.json,108,1,1,0,1,,,1,1,33e995164fdb2f71123ec2f52533fc4e03a2c8c0f3b5fa67ea67b17babac827f
